"autriche                ";"lci-monde-2005-09-06.html                         ";"grostitre               ";"0,,3242113-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-08-30.html                         ";"grostitre               ";"0,,3239773-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-08-31.html                         ";"grostitre               ";"0,,3239773-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-09-01.html                         ";"rappel                  ";"0,,3239773-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-09-02.html                         ";"rappel                  ";"0,,3239773-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-09-03.html                         ";"rappel                  ";"0,,3239773-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-09-04.html                         ";"rappel                  ";"0,,3239773-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-09-05.html                         ";"rappel                  ";"0,,3239773-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-11-18.html                         ";"grostitre               ";"0,,3263837-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-11-19.html                         ";"grostitre               ";"0,,3263837-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-11-20.html                         ";"grostitre               ";"0,,3263837-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-11-21.html                         ";"rappel                  ";"0,,3263837-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2005-11-22.html                         ";"rappel                  ";"0,,3263837-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2006-01-12.html                         ";"grostitre               ";"0,,3277818-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2006-01-13.html                         ";"rappel                  ";"0,,3277818-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2006-01-14.html                         ";"rappel                  ";"0,,3277818-vu5wx0leiduy,00.html                                            "
"sondage                 ";"lci-monde-2006-01-15.html                         ";"rappel                  ";"0,,3277818-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-21.html                         ";"grostitre               ";"0,,3256118-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-21.html                         ";"grostitre               ";"0,,3255824-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-22.html                         ";"grostitre               ";"0,,3256297-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-22.html                         ";"grostitre               ";"0,,3256118-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-22.html                         ";"rappel                  ";"0,,3255824-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-23.html                         ";"grostitre               ";"0,,3256297-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-23.html                         ";"grostitre               ";"0,,3256118-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-23.html                         ";"rappel                  ";"0,,3255824-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-24.html                         ";"rappel                  ";"0,,3256297-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-25.html                         ";"grostitre               ";"0,,3256901-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-26.html                         ";"grostitre               ";"0,,3257604-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-26.html                         ";"grostitre               ";"0,,3256901-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-27.html                         ";"grostitre               ";"0,,3257249-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-27.html                         ";"grostitre               ";"0,,3257604-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-27.html                         ";"rappel                  ";"0,,3256901-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-28.html                         ";"grostitre               ";"0,,3257249-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-28.html                         ";"rappel                  ";"0,,3257604-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-28.html                         ";"rappel                  ";"0,,3256901-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-29.html                         ";"grostitre               ";"0,,3257249-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-29.html                         ";"rappel                  ";"0,,3257604-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-29.html                         ";"rappel                  ";"0,,3256901-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-30.html                         ";"grostitre               ";"0,,3257249-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-30.html                         ";"rappel                  ";"0,,3257604-vu5wx0leiduy,00.html                                            "
"wilma                   ";"lci-monde-2005-10-30.html                         ";"rappel                  ";"0,,3256901-vu5wx0leiduy,00.html                                            "
"r-u                     ";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224312-vu5wx0leiduy,00.html                                            "
"r-u                     ";"lci-monde-2005-06-08.html                         ";"grostitre               ";"0,,3224312-vu5wx0leiduy,00.html                                            "
"afrique                 ";"lci-monde-2005-12-06.html                         ";"grostitre               ";"0,,3269230-vu5wx0leiduy,00.html                                            "
"afrique                 ";"lci-monde-2005-12-07.html                         ";"rappel                  ";"0,,3269230-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-03.html                         ";"grostitre               ";"0,,3235413-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-04.html                         ";"grostitre               ";"0,,3235456-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-04.html                         ";"grostitre               ";"0,,3235413-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-05.html                         ";"grostitre               ";"0,,3235456-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-05.html                         ";"grostitre               ";"0,,3235413-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-06.html                         ";"rappel                  ";"0,,3235456-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-06.html                         ";"rappel                  ";"0,,3235413-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-07.html                         ";"rappel                  ";"0,,3235456-vu5wx0leiduy,00.html                                            "
"accident                ";"lci-monde-2005-08-07.html                         ";"rappel                  ";"0,,3235413-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-07.html                         ";"grostitre               ";"0,,3230398-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-07.html                         ";"grostitre               ";"0,,3230490-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-07.html                         ";"grostitre               ";"0,,3230507-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-07.html                         ";"grostitre               ";"0,,3230489-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-07.html                         ";"grostitre               ";"0,,3230402-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-07.html                         ";"grostitre               ";"0,,3230503-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230635-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230631-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230537-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230396-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230621-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230398-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230490-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230507-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230489-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"grostitre               ";"0,,3230402-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-08.html                         ";"rappel                  ";"0,,3230503-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230618-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230635-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230631-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230537-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230396-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230621-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"grostitre               ";"0,,3230398-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"rappel                  ";"0,,3230507-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"rappel                  ";"0,,3230490-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"rappel                  ";"0,,3230489-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"rappel                  ";"0,,3230402-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-09.html                         ";"rappel                  ";"0,,3230503-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"grostitre               ";"0,,3230989-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"grostitre               ";"0,,3230988-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"grostitre               ";"0,,3230987-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"grostitre               ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"grostitre               ";"0,,3230635-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"rappel                  ";"0,,3230396-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"rappel                  ";"0,,3230537-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"rappel                  ";"0,,3230398-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"rappel                  ";"0,,3230507-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"rappel                  ";"0,,3230490-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"rappel                  ";"0,,3230489-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-10.html                         ";"rappel                  ";"0,,3230402-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-11.html                         ";"grostitre               ";"0,,3230989-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-11.html                         ";"grostitre               ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-11.html                         ";"rappel                  ";"0,,3230987-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-11.html                         ";"rappel                  ";"0,,3230635-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-11.html                         ";"rappel                  ";"0,,3230396-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-11.html                         ";"rappel                  ";"0,,3230537-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-11.html                         ";"rappel                  ";"0,,3230398-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"grostitre               ";"0,,3231400-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"grostitre               ";"0,,3231227-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"rappel                  ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"rappel                  ";"0,,3231121-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"rappel                  ";"0,,3230987-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"rappel                  ";"0,,3230635-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"rappel                  ";"0,,3230537-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-12.html                         ";"rappel                  ";"0,,3230396-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-13.html                         ";"grostitre               ";"0,,3231306-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-13.html                         ";"grostitre               ";"0,,3231400-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-13.html                         ";"rappel                  ";"0,,3231227-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-13.html                         ";"rappel                  ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-13.html                         ";"rappel                  ";"0,,3230396-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-14.html                         ";"grostitre               ";"0,,3231810-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-14.html                         ";"grostitre               ";"0,,3231704-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-14.html                         ";"grostitre               ";"0,,3231306-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-14.html                         ";"rappel                  ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-14.html                         ";"rappel                  ";"0,,3230396-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-15.html                         ";"grostitre               ";"0,,3231814-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-15.html                         ";"grostitre               ";"0,,3231810-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-15.html                         ";"grostitre               ";"0,,3231704-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-15.html                         ";"rappel                  ";"0,,3231306-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-15.html                         ";"rappel                  ";"0,,3231231-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-15.html                         ";"rappel                  ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"grostitre               ";"0,,3232183-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"grostitre               ";"0,,3231814-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"rappel                  ";"0,,3231950-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"rappel                  ";"0,,3231810-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"rappel                  ";"0,,3231704-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"rappel                  ";"0,,3231306-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"rappel                  ";"0,,3231231-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-16.html                         ";"rappel                  ";"0,,3230625-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-17.html                         ";"rappel                  ";"0,,3232183-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-17.html                         ";"rappel                  ";"0,,3231950-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-17.html                         ";"rappel                  ";"0,,3231814-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-17.html                         ";"rappel                  ";"0,,3231810-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-17.html                         ";"rappel                  ";"0,,3231704-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-17.html                         ";"rappel                  ";"0,,3231306-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-17.html                         ";"rappel                  ";"0,,3231231-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-18.html                         ";"rappel                  ";"0,,3231950-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-18.html                         ";"rappel                  ";"0,,3232183-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-18.html                         ";"rappel                  ";"0,,3231814-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-18.html                         ";"rappel                  ";"0,,3231704-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-18.html                         ";"rappel                  ";"0,,3231231-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-19.html                         ";"grostitre               ";"0,,3232618-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-19.html                         ";"rappel                  ";"0,,3232233-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-19.html                         ";"rappel                  ";"0,,3231950-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-20.html                         ";"grostitre               ";"0,,3232804-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-20.html                         ";"grostitre               ";"0,,3232720-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-20.html                         ";"rappel                  ";"0,,3232618-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-21.html                         ";"grostitre               ";"0,,3233021-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-21.html                         ";"grostitre               ";"0,,3232804-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-21.html                         ";"grostitre               ";"0,,3232720-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-21.html                         ";"rappel                  ";"0,,3232618-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-22.html                         ";"grostitre               ";"0,,3233253-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-22.html                         ";"grostitre               ";"0,,3233146-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-22.html                         ";"grostitre               ";"0,,3233100-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-22.html                         ";"grostitre               ";"0,,3233145-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-22.html                         ";"rappel                  ";"0,,3233021-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-22.html                         ";"rappel                  ";"0,,3232804-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"grostitre               ";"0,,3233495-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"grostitre               ";"0,,3233253-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"grostitre               ";"0,,3233142-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"grostitre               ";"0,,3233317-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"grostitre               ";"0,,3233232-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"grostitre               ";"0,,3233146-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"rappel                  ";"0,,3233100-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"rappel                  ";"0,,3233145-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-23.html                         ";"rappel                  ";"0,,3233021-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"grostitre               ";"0,,3233502-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"grostitre               ";"0,,3233495-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"grostitre               ";"0,,3233142-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"grostitre               ";"0,,3233253-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"rappel                  ";"0,,3233317-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"rappel                  ";"0,,3233232-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"rappel                  ";"0,,3233146-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"rappel                  ";"0,,3233100-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-24.html                         ";"rappel                  ";"0,,3233145-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-25.html                         ";"grostitre               ";"0,,3233789-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-25.html                         ";"grostitre               ";"0,,3233495-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-25.html                         ";"grostitre               ";"0,,3233502-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-25.html                         ";"rappel                  ";"0,,3233352-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-25.html                         ";"rappel                  ";"0,,3233253-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-25.html                         ";"rappel                  ";"0,,3233142-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-25.html                         ";"rappel                  ";"0,,3233317-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-26.html                         ";"grostitre               ";"0,,3233495-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-26.html                         ";"grostitre               ";"0,,3233789-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-26.html                         ";"grostitre               ";"0,,3233502-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-26.html                         ";"rappel                  ";"0,,3233352-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-26.html                         ";"rappel                  ";"0,,3233253-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-26.html                         ";"rappel                  ";"0,,3233142-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-26.html                         ";"rappel                  ";"0,,3233317-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-27.html                         ";"grostitre               ";"0,,3233789-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-27.html                         ";"grostitre               ";"0,,3233502-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-27.html                         ";"rappel                  ";"0,,3233352-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-28.html                         ";"grostitre               ";"0,,3233789-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-28.html                         ";"rappel                  ";"0,,3233502-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-28.html                         ";"rappel                  ";"0,,3233352-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-29.html                         ";"grostitre               ";"0,,3234516-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-29.html                         ";"grostitre               ";"0,,3234307-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-29.html                         ";"rappel                  ";"0,,3233789-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-29.html                         ";"rappel                  ";"0,,3233502-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-29.html                         ";"rappel                  ";"0,,3233352-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-30.html                         ";"grostitre               ";"0,,3234769-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-30.html                         ";"grostitre               ";"0,,3234516-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-30.html                         ";"grostitre               ";"0,,3234307-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-30.html                         ";"rappel                  ";"0,,3233789-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-30.html                         ";"rappel                  ";"0,,3233502-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-31.html                         ";"grostitre               ";"0,,3234808-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-31.html                         ";"grostitre               ";"0,,3234769-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-31.html                         ";"rappel                  ";"0,,3234516-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-07-31.html                         ";"rappel                  ";"0,,3234307-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-01.html                         ";"grostitre               ";"0,,3234886-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-01.html                         ";"grostitre               ";"0,,3234937-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-01.html                         ";"grostitre               ";"0,,3234813-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-01.html                         ";"grostitre               ";"0,,3234808-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-01.html                         ";"rappel                  ";"0,,3234769-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-02.html                         ";"grostitre               ";"0,,3235121-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-02.html                         ";"rappel                  ";"0,,3234886-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-02.html                         ";"rappel                  ";"0,,3234937-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-02.html                         ";"rappel                  ";"0,,3234813-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-02.html                         ";"rappel                  ";"0,,3234808-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-03.html                         ";"grostitre               ";"0,,3235429-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-03.html                         ";"grostitre               ";"0,,3235121-vu5wx0leiduy,00.html                                            "
"londres                 ";"lci-monde-2005-08-03.html                         ";"rappel                  ";"0,,3234886-vu5wx0leiduy,00.html                                            "
